year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,saleday
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1G1PE5SB3E7406616,CA,1.0,10673,Red,Black,enterprise vehicle exchange / tra / rental / tulsa,14150,3300,2014-12-16,Tuesday
2013,Hyundai,Sonata,GLS,Sedan,automatic,5NPEB4AC5DH682009,CA,1.0,48510,White,Tan,hertz/tra,11350,6500,2014-12-16,Tuesday
2013,Hyundai,Accent,GLS,Sedan,automatic,KMHCT4AE4DU422188,CA,2.0,35828,Gold,Beige,enterprise vehicle exchange / tra / rental / tulsa,9600,6700,2014-12-16,Tuesday
2013,Kia,Optima,EX,Sedan,automatic,5XXGN4A7XDG106558,CA,2.0,24614,Burgundy,Beige,kia motors finance,16200,10600,2014-12-16,Tuesday
2013,Kia,Soul,+,Wagon,automatic,KNDJT2A68D7570612,CA,3.0,39476,Black,Black,dollar thrifty damage liquidation,11400,6000,2014-12-16,Tuesday
2013,Hyundai,Elantra,GLS,Sedan,automatic,5NPDH4AE0DH356789,CA,45.0,26412,Black,Beige,aaero sweet company,12050,11750,2014-12-17,Wednesday
2013,Hyundai,Sonata,GLS,Sedan,automatic,5NPEB4AC8DH687043,CA,28.0,32387,Silver,Gray,skyhigh remarketing inc,12400,9750,2014-12-17,Wednesday
2013,Kia,Optima,SX,Sedan,automatic,5XXGR4A65DG171118,CA,44.0,24131,Black,Black,high bid trading co inc,21200,21250,2014-12-17,Wednesday
2013,Kia,Sorento,SX,Suv,automatic,5XYKW4A26DG339716,CA,47.0,20209,Burgundy,Black,high bid trading co inc,21700,21500,2014-12-17,Wednesday
2014,Bmw,M5,Base,Sedan,automatic,WBSFV9C51ED593089,CA,34.0,14943,Black,Black,the hertz corporation,69000,65000,2014-12-17,Wednesday
2014,Bmw,6 Series,650i,Convertible,automatic,WBAYP9C53ED169260,CA,34.0,8819,Black,Black,the hertz corporation,68000,67200,2014-12-17,Wednesday
2014,Bmw,6 Series Gran Coupe,650i,Sedan,automatic,WBA6B2C51ED129563,CA,42.0,7305,White,Black,the hertz corporation,65000,66100,2014-12-17,Wednesday
2015,Nissan,Versa,1.6 SL,Sedan,manual,3N1CN7AP7FL842707,CA,39.0,1608,Purple,Black,nissan-infiniti lt,10900,11000,2014-12-17,Wednesday
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1G1PE5SB5E7115504,CA,41.0,37938,Black,Black,avis rac/san leandro,12950,13700,2014-12-17,Wednesday
2015,Hyundai,Elantra,SE,Sedan,automatic,5NPDH4AE4FH552981,CA,35.0,3367,Silver,Gray,ag leaseplan,13900,13200,2014-12-17,Wednesday
2014,Bmw,6 Series,650i,Convertible,automatic,WBAYP9C53ED169288,CA,37.0,8891,Silver,Black,the hertz corporation,68000,67200,2014-12-17,Wednesday
2014,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3GCPCRECXEG363552,CA,37.0,6726,Black,Black,repo remarketing/visterra credit union,26900,30250,2014-12-17,Wednesday
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1G1PE5SB4E7109323,CA,37.0,36771,Silver,Black,avis rac/san leandro,13000,13600,2014-12-17,Wednesday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP4DM712848,CA,41.0,25859,Blue,Black,infiniti financial services,22700,21750,2014-12-17,Wednesday
2013,Hyundai,Elantra,GLS,Sedan,automatic,5NPDH4AE8DH348469,CA,44.0,39935,Silver,Gray,enterprise vehicle exchange/orange,11250,11000,2014-12-17,Wednesday
2013,Hyundai,Sonata,GLS,Sedan,automatic,5NPEB4AC9DH691294,CA,43.0,54830,Silver,Gray,avis rac/san leandro,10950,11500,2014-12-17,Wednesday
2013,Hyundai,Sonata,GLS,Sedan,automatic,5NPEB4AC4DH712021,CA,39.0,36416,Blue,Gray,enterprise vehicle exchange/orange,12150,11400,2014-12-17,Wednesday
2013,Hyundai,Sonata,GLS,Sedan,automatic,5NPEB4AC5DH771160,CA,36.0,28231,Gray,Gray,gm financial,12650,13400,2014-12-17,Wednesday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6APXDM715446,CA,45.0,24971,Gray,Black,nissan infiniti lt,22900,21250,2014-12-17,Wednesday
2013,Hyundai,Elantra,Limited,Sedan,automatic,5NPDH4AE0DH358462,CA,45.0,37290,White,Beige,enterprise vehicle exchange/orange,11400,11000,2014-12-17,Wednesday
2013,Hyundai,Sonata,GLS,Sedan,automatic,5NPEB4AC5DH743407,CA,37.0,36194,Silver,Gray,avis rac/san leandro,12150,13200,2014-12-17,Wednesday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP5DM715158,CA,21.0,23507,Gray,Black,nissan infiniti lt,23000,21000,2014-12-17,Wednesday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP0DM712524,CA,44.0,19551,White,Black,nissan infiniti lt,23300,25000,2014-12-17,Wednesday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6APXDM712482,CA,44.0,23156,White,Black,nissan infiniti lt,23100,23000,2014-12-17,Wednesday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EK9DM921386,CA,48.0,13661,Gray,Black,nissan infiniti lt,26100,26500,2014-12-17,Wednesday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6APXDM717651,CA,44.0,17916,Blue,Black,nissan infiniti lt,23800,24750,2014-12-17,Wednesday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP0DM714760,CA,45.0,9373,Black,Black,nissan infiniti lt,24900,26250,2014-12-17,Wednesday
2013,Hyundai,Sonata,GLS,Sedan,automatic,5NPEB4AC6DH743092,CA,44.0,36991,White,Beige,avis rac/san leandro,12100,13400,2014-12-17,Wednesday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP2DM714338,CA,42.0,20408,Gray,Black,nissan infiniti lt,23500,24000,2014-12-17,Wednesday
2013,Lexus,Gs 350,Base,Sedan,automatic,JTHBE1BL9D5002103,CA,36.0,39590,White,White,lexus financial services,32100,32100,2014-12-17,Wednesday
2013,Nissan,Altima,2.5,Sedan,automatic,1N4AL3AP2DC275940,CA,44.0,44303,Silver,Black,enterprise vehicle exchange/orange,12550,13000,2014-12-17,Wednesday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP5DM715922,CA,36.0,36931,Gray,Black,nissan infiniti lt,21300,22250,2014-12-17,Wednesday
2013,Kia,Rio,LX,Sedan,automatic,KNADM4A3XD6124671,CA,28.0,31406,Silver,Black,primeritus remarketing/oregon comm credit,9775,8900,2014-12-17,Wednesday
2013,Mitsubishi,Outlander Sport,LE,Suv,automatic,4A4AR5AU4DE024456,CA,27.0,37713,Blue,Black,avis rac/san leandro,15650,14000,2014-12-17,Wednesday
2013,Mazda,Mazda3,i SV,Sedan,automatic,JM1BL1TG8D1728177,CA,36.0,54715,Gray,Black,california republic bank,9900,10600,2014-12-17,Wednesday
2013,Mini,Cooper Clubman,Base,Hatchback,automatic,WMWZF3C54DT489938,CA,37.0,36498,Green,Beige,avis rac/san leandro,13550,13600,2014-12-17,Wednesday
2013,Nissan,Altima,2.5,Sedan,automatic,1N4AL3AP1DN536852,CA,41.0,39364,Silver,Black,avis corporation,12800,13500,2014-12-17,Wednesday
2013,Infiniti,Jx,JX35,Suv,automatic,5N1AL0MM4DC337764,CA,37.0,37738,Gray,Beige,nissan infiniti lt,32000,32250,2014-12-17,Wednesday
2013,Nissan,Altima,2.5,Sedan,automatic,1N4AL3APXDN538325,CA,35.0,35900,Black,Black,avis rac/san leandro,12950,13500,2014-12-17,Wednesday
2013,Nissan,Altima,2.5,Sedan,automatic,1N4AL3AP4DC259156,CA,38.0,38395,White,Black,merchants automotive group,12850,13100,2014-12-17,Wednesday
2013,Nissan,Altima,2.5,Sedan,automatic,1N4AL3AP5DN450766,CA,45.0,48463,White,Beige,wheels exchange llc,12350,14000,2014-12-17,Wednesday
2013,Infiniti,G Coupe,G37x,G Coupe,automatic,JN1CV6EL5DM980105,CA,35.0,10055,Gray,Black,nissan infiniti lt,26300,27000,2014-12-17,Wednesday
2013,Nissan,Altima,2.5 S,Coupe,automatic,1N4AL2EP2DC219971,CA,35.0,42938,Gray,Black,avis rac/san leandro,12400,13300,2014-12-17,Wednesday
2013,Mini,Cooper,Base,Hatchback,automatic,WMWSU3C59DT548117,CA,35.0,36000,Green,Black,avis rac/san leandro,12750,13700,2014-12-17,Wednesday
2013,Land Rover,Range Rover Evoque,Pure Plus,Suv,automatic,SALVP2BG5DH781072,CA,48.0,25524,Blue,Black,mercedes benz of laguna niguel,35400,35500,2014-12-17,Wednesday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP1DM301617,CA,44.0,48156,Black,Gray,nissan infiniti lt,19800,22250,2014-12-17,Wednesday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,manual,JN1CV6AP9DM300540,CA,43.0,21898,Gray,Black,nissan infiniti lt,25400,26250,2014-12-17,Wednesday
2013,Kia,Sportage,LX,Suv,automatic,KNDPBCA25D7406217,CA,25.0,40331,Gray,Gray,avis rac/san leandro,15050,15200,2014-12-17,Wednesday
2013,Nissan,Altima,2.5,Sedan,automatic,1N4AL3AP5DC259084,CA,36.0,40425,White,White,merchants leasing,13200,12500,2014-12-17,Wednesday
2013,Kia,Optima,LX,Sedan,automatic,5XXGM4A7XDG238335,CA,33.0,26360,Brown,Beige,gm financial,13450,13300,2014-12-17,Wednesday
2013,Lincoln,Mkx,Base,Suv,automatic,2LMDJ8JK9DBL34528,CA,43.0,39459,Burgundy,Tan,avis rac/san leandro,24700,24500,2014-12-17,Wednesday
2013,Nissan,Altima,2.5 S,Coupe,automatic,1N4AL2EP3DC223558,CA,34.0,36975,Red,Black,avis rac/san leandro,13000,13500,2014-12-17,Wednesday
2013,Kia,Optima,LX,Sedan,automatic,5XXGM4A7XDG214617,CA,37.0,35707,Silver,Gray,enterprise veh exchange/rental,12900,13300,2014-12-17,Wednesday
2013,Nissan,Altima,2.5,Sedan,automatic,1N4AL3AP8DC187703,CA,4.0,38666,Silver,Black,avis rac/san leandro,12850,13300,2014-12-17,Wednesday
2013,Nissan,Altima,2.5,Sedan,automatic,1N4AL3AP8DC261914,CA,35.0,45568,Black,Black,merchants leasing,12550,12000,2014-12-17,Wednesday
2013,Mini,Cooper Clubman,Base,Hatchback,automatic,WMWZF3C50DT489905,CA,38.0,36764,White,Black,avis rac/san leandro,13500,14000,2014-12-17,Wednesday
2013,Nissan,Altima,2.5,Sedan,automatic,1N4AL3APXDC256245,CA,38.0,38444,Gray,Black,avis rac/san leandro,12850,13500,2014-12-17,Wednesday
2013,Kia,Rio,LX,Sedan,automatic,KNADM4A31D6173631,CA,3.0,37213,Red,Gray,enterprise veh exchange/rental,8725,9500,2014-12-17,Wednesday
2013,Lexus,Gs 350,Base,Sedan,automatic,JTHBE1BL4D5006057,CA,46.0,22672,Gold,Brown,lexus financial services,34500,34500,2014-12-17,Wednesday
2015,Ford,Fusion,SE,Sedan,automatic,3FA6P0H7XFR151689,CA,1.0,4205,White,Black,enterprise vehicle exchange / tra / rental / tulsa,14700,12000,2014-12-17,Wednesday
2015,Hyundai,Elantra,SE,Sedan,automatic,5NPDH4AE0FH574105,CA,1.0,6759,Blue,Gray,enterprise vehicle exchange / tra / rental / tulsa,13800,5800,2014-12-17,Wednesday
2013,Hyundai,Elantra,GLS,Sedan,automatic,5NPDH4AE4DH385955,CA,1.0,36957,Red,Beige,enterprise vehicle exchange / tra / rental / tulsa,11400,9400,2014-12-17,Wednesday
2013,Hyundai,Sonata,GLS,Sedan,automatic,5NPEB4ACXDH744455,CA,35.0,41888,Gray,Gray,avis corporation,11800,11900,2014-12-18,Thursday
2013,Hyundai,Sonata,GLS,Sedan,automatic,5NPEB4ACXDH752037,CA,37.0,39062,Blue,Gray,avis corporation,12000,12200,2014-12-18,Thursday
2013,Hyundai,Sonata,GLS,Sedan,automatic,5NPEB4AC5DH745416,CA,42.0,40593,White,Beige,enterprise veh exchange/rental,11900,12000,2014-12-18,Thursday
2013,Hyundai,Elantra,GLS,Sedan,automatic,5NPDH4AE1DH345719,CA,46.0,42006,Gray,Beige,enterprise veh exchange/rental,11150,11300,2014-12-18,Thursday
2013,Nissan,Altima,2.5,Sedan,automatic,1N4AL3AP2DC297887,CA,44.0,45685,Gray,Beige,enterprise veh exchange/rental,12550,13200,2014-12-18,Thursday
2013,Mitsubishi,Outlander,SE,Suv,automatic,JA4JT3AW9DU020286,CA,35.0,39473,Gray,Black,avis corporation,14300,14700,2014-12-18,Thursday
2013,Mitsubishi,Outlander,SE,Suv,automatic,JA4JT3AW7DU019962,CA,38.0,36990,Silver,Black,avis corporation,14550,14800,2014-12-18,Thursday
2013,Mazda,Cx-9,Touring,Suv,automatic,JM3TB2CA2D0403904,CA,45.0,40884,Black,Black,avis corporation,18800,19600,2014-12-18,Thursday
2013,Mitsubishi,Outlander,SE,Suv,automatic,JA4JT3AW4DU020776,CA,41.0,40498,Brown,Black,avis corporation,14200,14600,2014-12-18,Thursday
2013,Mitsubishi,Lancer,ES,Sedan,automatic,JA32U2FU2DU019813,CA,28.0,38311,Red,Black,avis corporation,9900,10100,2014-12-18,Thursday
2014,Audi,A4,2.0T Premium Plus quattro,Sedan,automatic,WAUFFAFL3EN030343,CA,42.0,9557,White,Black,audi mission viejo,32100,32250,2014-12-18,Thursday
2014,Chevrolet,Camaro,LT,Coupe,automatic,2G1FB1E35E9238302,CA,42.0,11874,Gray,Black,midway hfc fleet/ars,22200,19500,2014-12-18,Thursday
2014,Audi,S5,Premium Plus quattro,Coupe,automatic,WAUCGAFRXEA001689,CA,38.0,5875,Black,Black,fratelli investment group,46500,44500,2014-12-18,Thursday
2015,Chevrolet,Suburban,LTZ,Suv,automatic,1GNSKKKC3FR187901,CA,45.0,11426,Black,Black,midway hfc fleet/ars,57300,59900,2014-12-18,Thursday
2014,Acura,Ilx,Technology Package,Sedan,automatic,19VDE1F70EE008913,CA,25.0,9051,Gray,Black,american honda motor company,22700,21250,2014-12-18,Thursday
2014,Bmw,M5,Base,Sedan,automatic,WBSFV9C51ED097712,CA,47.0,7766,Gray,Black,fratelli investment group,71000,77250,2014-12-18,Thursday
2014,Chevrolet,Camaro,LT,Coupe,automatic,2G1FB1E35E9238493,CA,31.0,9914,Black,Black,midway hfc fleet/ars,22500,20600,2014-12-18,Thursday
2014,Chevrolet,Camaro,LT,Coupe,automatic,2G1FB1E33E9211499,CA,41.0,17594,Gray,Black,midway hfc fleet/ars,21500,19600,2014-12-18,Thursday
2014,Audi,Tts,quattro,Coupe,automatic,TRUB1AFK9E1007640,CA,28.0,3996,Silver,Black,fratelli investment group,41400,34250,2014-12-18,Thursday
2014,Acura,Mdx,Advance and Entertainment Packages,Suv,automatic,5FRYD3H83EB011004,CA,49.0,21523,White,Gray,onemain rem/m&m auto traders,39500,41500,2014-12-18,Thursday
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1G1PE5SB8E7420706,CA,2.0,8154,Silver,Black,enterprise vehicle exchange / tra / rental / tulsa,14150,10000,2014-12-18,Thursday
2014,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3GCUKREC9EG452373,CA,4.0,9685,White,Black,ars/acme auto leasing,31700,30000,2014-12-18,Thursday
2014,Acura,Ilx,Base,Sedan,automatic,19VDE1F38EE011281,CA,41.0,12905,Silver,Gray,american honda motor company,19950,20400,2014-12-18,Thursday
2013,Hyundai,Elantra,GLS,Sedan,automatic,5NPDH4AE2DH375957,CA,2.0,35824,Gray,Gray,enterprise vehicle exchange / tra / rental / tulsa,11500,8700,2014-12-18,Thursday
2013,Hyundai,Accent,GS,Hatchback,manual,KMHCT5AE8DU091850,CA,47.0,15813,Green,Black,jpmorgan chase bank n.a.,10500,9500,2014-12-18,Thursday
2013,Hyundai,Sonata,GLS,Sedan,automatic,5NPEB4AC5DH648748,CA,39.0,25895,White,Beige,jpmorgan chase bank n.a.,12850,12900,2014-12-18,Thursday
2013,Mazda,Mazda2,Sport,Hatchback,automatic,JM1DE1KZ8D0152764,CA,2.0,24252,Black,Black,exeter finance corp,9825,9100,2014-12-18,Thursday
2013,Lexus,Es 350,Base,Sedan,automatic,JTHBK1GG1D2049728,CA,38.0,24478,Gray,Black,mercedes benz of temecula,28900,27750,2014-12-18,Thursday
2013,Kia,Forte,LX,Sedan,automatic,KNAFT4A28D5738465,CA,43.0,54978,Black,Gray,exeter finance corp,7050,9200,2014-12-18,Thursday
2013,Jeep,Compass,Latitude,Suv,automatic,1C4NJCEB2DD229860,CA,41.0,32090,White,Black,chrysler capital,12600,13900,2014-12-18,Thursday
2013,Kia,Rio,LX,Sedan,automatic,KNADM4A34D6310898,CA,26.0,13508,White,Black,exeter finance corp,9475,7500,2014-12-18,Thursday
2013,Jeep,Compass,Latitude,Suv,automatic,1C4NJCEB7DD255239,CA,27.0,31688,Red,Black,exeter finance corp,12650,13000,2014-12-18,Thursday
2013,Mercedes-Benz,Glk-Class,GLK350,Suv,automatic,WDCGG5HB6DF956724,CA,34.0,21052,Gray,Black,mercedes-benz usa,29500,25500,2014-12-18,Thursday
2013,Mercedes-Benz,Gl-Class,GL450 4MATIC,Suv,automatic,4JGDF7CE3DA182451,CA,42.0,26853,Gray,Black,mercedes-benz usa,46200,48000,2014-12-18,Thursday
2013,Mercedes-Benz,Gl-Class,GL450 4MATIC,Suv,automatic,4JGDF7CE8DA148599,CA,43.0,16584,Silver,Black,mercedes-benz usa,47300,46750,2014-12-18,Thursday
2013,Kia,Rio,EX,Hatchback,automatic,KNADN5A33D6283020,CA,41.0,11342,Black,Black,jpmorgan chase bank n.a.,10500,12000,2014-12-18,Thursday
2013,Land Rover,Range Rover Evoque,Pure Plus,Suv,automatic,SALVP1BG7DH775994,CA,46.0,9214,White,Black,high bid trading co inc,37400,39000,2014-12-18,Thursday
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,WDDNG7DB5DA525549,CA,44.0,10862,Black,Black,fratelli investment group,57200,57250,2014-12-18,Thursday
2014,Bmw,6 Series Gran Coupe,650i,Sedan,automatic,WBA6B2C57ED129731,CA,43.0,2641,Gray,Black,financial services remarketing (lease),66000,67000,2014-12-18,Thursday
2014,Audi,Q5,2.0T Premium Plus quattro,Suv,automatic,WA1LFAFPXEA085074,CA,49.0,7983,White,Black,audi north scottsdale,37100,40000,2014-12-18,Thursday
2015,Audi,A3,1.8 TFSI Premium,Sedan,automatic,WAUACGFF7F1002327,CA,49.0,5826,Gray,Black,audi north scottsdale,24000,23750,2014-12-18,Thursday
2015,Volvo,V60,T5,Wagon,automatic,YV1612SB9F1202043,CA,41.0,11846,White,Beige,volvo na rep/world omni,31300,30000,2014-12-18,Thursday
2014,Bmw,X6,xDrive35i,Suv,automatic,5UXFG2C53E0H11080,CA,4.0,379,White,Black,financial services remarketing (lease),54800,51700,2014-12-18,Thursday
2015,Volvo,V60,T5,Wagon,automatic,YV1612SB1F1201503,CA,42.0,12242,Black,Gray,volvo na rep/world omni,31200,30000,2014-12-18,Thursday
2015,Volvo,V60,T5,Wagon,automatic,YV1612SBXF1202276,CA,37.0,10906,Silver,Black,volvo na rep/world omni,31500,30000,2014-12-18,Thursday
2015,Audi,A3,1.8 TFSI Premium,Sedan,automatic,WAUACGFF1F1002467,CA,5.0,1906,Gray,Black,audi north scottsdale,24100,25750,2014-12-18,Thursday
2014,Bmw,X1,sDrive28i,Suv,automatic,WBAVM1C53EVW47779,CA,48.0,19689,White,Black,financial services remarketing (lease),23700,26500,2014-12-18,Thursday
2014,Bmw,M5,Base,Sedan,automatic,WBSFV9C54ED593085,CA,38.0,13386,White,Black,the hertz corporation,67000,65000,2014-12-18,Thursday
2015,Volvo,V60,T5,Wagon,automatic,YV1612SB6F1202338,CA,37.0,14806,White,Beige,volvo na rep/world omni,30700,30000,2014-12-18,Thursday
2014,Bmw,6 Series,650i,Convertible,automatic,WBAYP9C59ED169280,CA,37.0,15727,White,Black,the hertz corporation,66000,65000,2014-12-18,Thursday
2014,Bmw,X5,xDrive35i,Suv,automatic,5UXKR0C54E0K49204,CA,5.0,4503,White,Black,financial services remarketing (lease),57500,57250,2014-12-18,Thursday
2015,Volvo,V60,T5,Wagon,automatic,YV1612SB2F1201221,CA,41.0,12273,White,Beige,volvo na rep/world omni,31200,30000,2014-12-18,Thursday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EK4DM921604,CA,45.0,14716,White,Black,nissan infiniti lt,25900,25000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP3DM726059,CA,46.0,68,Black,Black,nissan infiniti lt,25700,27250,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6APXDM714541,CA,45.0,24112,White,Black,nissan infiniti lt,22800,22500,2014-12-18,Thursday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EK8DM920763,CA,47.0,4859,Black,Black,nissan infiniti lt,27200,26750,2014-12-18,Thursday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EK8DM900321,CA,45.0,21126,Black,Beige,nissan infiniti lt,25100,26500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP5DM714009,CA,42.0,26675,Blue,Black,nissan infiniti lt,22500,23750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP5DM713958,CA,42.0,19978,White,Black,nissan infiniti lt,23300,24500,2014-12-18,Thursday
2013,Infiniti,Fx,FX37,Suv,automatic,JN8CS1MU2DM140046,CA,43.0,10532,Black,Black,nissan infiniti lt,30800,32000,2014-12-18,Thursday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EK0DM900927,CA,41.0,20317,Gray,Black,nissan infiniti lt,25200,26250,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP9DM712232,CA,35.0,26888,White,Gray,nissan infiniti lt,22400,23250,2014-12-18,Thursday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EK0DM920093,CA,48.0,7815,White,Black,nissan infiniti lt,26800,27000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP0DM725418,CA,45.0,11250,Black,Black,nissan infiniti lt,24300,23500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP2DM714887,CA,43.0,16154,Gray,Black,nissan infiniti lt,23700,22750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP2DM712055,CA,42.0,22405,Gray,Gray,nissan infiniti lt,23000,23000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP5DM713801,CA,38.0,28172,Silver,Black,nissan infiniti lt,22300,21000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP2DM712170,CA,47.0,18600,White,Black,nissan infiniti lt,23400,24750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6APXDM712417,CA,4.0,11440,Black,Black,nissan infiniti lt,24300,23000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP4DM303216,CA,44.0,15208,White,Black,nissan infiniti lt,23800,25250,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP9DM300442,CA,44.0,29672,White,Black,nissan infiniti lt,22100,23000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6APXDM712403,CA,37.0,22165,Black,Beige,nissan infiniti lt,23000,22750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP8DM717292,CA,45.0,21263,Black,Beige,nissan infiniti lt,23100,22000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP6DM714973,CA,43.0,11847,White,Beige,nissan infiniti lt,24200,25000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP9DM719505,CA,41.0,15562,Gray,Black,nissan infiniti lt,23800,24500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP8DM711170,CA,44.0,22021,Black,Black,nissan infiniti lt,23000,22000,2014-12-18,Thursday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EK3DM921383,CA,42.0,16338,Gray,Black,nissan infiniti lt,25700,25500,2014-12-18,Thursday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EKXDM920134,CA,42.0,15131,White,Black,nissan infiniti lt,25900,26000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP4DM301420,CA,45.0,28053,Black,Black,nissan infiniti lt,22300,25000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP0DM711499,CA,41.0,19587,Blue,Gray,nissan infiniti lt,23300,23500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP1DM712628,CA,46.0,20246,Gray,Black,nissan infiniti lt,23200,24750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP8DM716627,CA,36.0,23104,Blue,Black,nissan infiniti lt,22900,22750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP3DM713263,CA,46.0,5017,White,Beige,nissan infiniti lt,25100,23500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP6DM711376,CA,35.0,25132,White,Black,nissan infiniti lt,22600,23500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP7DM711712,CA,43.0,14887,Gray,Black,nissan infiniti lt,23900,24500,2014-12-18,Thursday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EK2DM920760,CA,41.0,17090,Black,Black,nissan infiniti lt,25600,21500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6APXDM714507,CA,43.0,24031,Blue,Black,nissan infiniti lt,22800,20500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP0DM713933,CA,43.0,26396,Gray,Black,nissan infiniti lt,22500,23750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP4DM302678,CA,47.0,16854,Gray,Gray,nissan infiniti lt,23600,25750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP3DM301392,CA,44.0,14486,Brown,Black,nissan infiniti lt,23900,22000,2014-12-18,Thursday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EK5DM920106,CA,44.0,19492,White,Black,nissan infiniti lt,25300,26250,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6APXDM714605,CA,45.0,19368,White,Black,nissan infiniti lt,23300,23000,2014-12-18,Thursday
