year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,saleday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP7DM713816,CA,47.0,25635,White,Beige,nissan infiniti lt,22600,26500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP1DM712273,CA,39.0,26907,Gray,Black,nissan infiniti lt,22400,21750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP5DM721977,CA,34.0,14765,Gray,Black,nissan infiniti lt,23900,23500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP3DM710802,CA,43.0,18673,Gray,Gray,nissan infiniti lt,23400,22000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP4DM715250,CA,44.0,16009,Gray,Black,nissan infiniti lt,23700,22750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP0DM714516,CA,4.0,15260,Silver,Black,nissan infiniti lt,23800,24500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6APXDM300417,CA,36.0,20976,Black,Black,nissan infiniti lt,23100,21000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP3DM714428,CA,46.0,22294,Black,Black,nissan infiniti lt,23000,24750,2014-12-18,Thursday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EK7DM921385,CA,4.0,30556,Gray,Black,nissan infiniti lt,23900,23500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP2DM714792,CA,41.0,29731,White,Beige,nissan infiniti lt,22100,21000,2014-12-18,Thursday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EK3DM920766,CA,44.0,13321,White,Gray,nissan infiniti lt,26100,26000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP1DM719644,CA,45.0,23420,Gray,Black,nissan infiniti lt,22800,22250,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6APXDM710375,CA,32.0,28875,Gray,Black,nissan infiniti lt,22200,21000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP8DM301100,CA,45.0,21557,White,Black,nissan infiniti lt,23100,25250,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP8DM712058,CA,38.0,20067,Gray,Black,nissan infiniti lt,23300,24000,2014-12-18,Thursday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EKXDM921560,CA,42.0,22354,Gray,Black,nissan infiniti lt,24900,25000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP1DM714069,CA,44.0,28920,Blue,Gray,nissan infiniti lt,22200,23250,2014-12-18,Thursday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EK5DM900664,CA,44.0,16605,Black,Black,nissan infiniti lt,25700,25500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP9DM713509,CA,38.0,28127,Silver,Black,nissan infiniti lt,22300,21500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP6DM715699,CA,39.0,22828,Black,Black,nissan infiniti lt,22900,24500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP9DM716121,CA,39.0,23097,White,Black,nissan infiniti lt,22900,21250,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP5DM720571,CA,49.0,15802,Silver,Black,nissan infiniti lt,23800,25000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP7DM301475,CA,45.0,27333,Black,Black,nissan infiniti lt,22400,24500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP1DM711625,CA,44.0,20263,Black,Black,nissan infiniti lt,23200,26000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP1DM716758,CA,42.0,28694,Black,Black,nissan infiniti lt,22200,21500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP0DM300670,CA,44.0,30464,Gray,Black,nissan infiniti lt,22000,24000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6APXDM714264,CA,46.0,10610,White,Gray,nissan infiniti lt,24400,23500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP3DM719922,CA,44.0,19573,White,Gray,nissan infiniti lt,23300,22000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP6DM712365,CA,37.0,20202,Black,Black,nissan infiniti lt,23200,21750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP5DM711210,CA,46.0,17541,White,Gray,nissan infiniti lt,23600,24750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP0DM711549,CA,42.0,23470,Black,Black,nissan infiniti lt,22800,24500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP3DM710234,CA,43.0,29782,Gray,Black,nissan infiniti lt,22100,21500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP3DM710394,CA,39.0,10993,Blue,Black,nissan infiniti lt,24400,24250,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP7DM710365,CA,45.0,18921,Gray,Black,nissan infiniti lt,23400,21750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6APXDM714880,CA,41.0,17672,Black,Black,nissan infiniti lt,23500,21500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP3DM713554,CA,37.0,16486,Black,Black,nissan infiniti lt,23700,24000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP5DM713250,CA,43.0,11596,White,Black,nissan infiniti lt,24300,26000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP7DM716733,CA,42.0,16153,Blue,Black,nissan infiniti lt,23700,24000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP4DM712607,CA,44.0,9785,Blue,Black,nissan infiniti lt,24500,23000,2014-12-18,Thursday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EK5DM920784,CA,36.0,26843,Gray,Black,nissan infiniti lt,24400,24250,2014-12-18,Thursday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EK5DM920672,CA,37.0,18548,Gray,Black,nissan infiniti lt,25400,25000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP1DM711334,CA,42.0,25016,White,Black,nissan infiniti lt,22700,24750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP4DM714969,CA,44.0,9535,Black,Black,nissan infiniti lt,24500,25000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP9DM714417,CA,45.0,23481,White,Black,nissan infiniti lt,22800,25750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP8DM715803,CA,43.0,13273,Gray,Gray,nissan infiniti lt,24100,25750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP8DM712593,CA,44.0,16833,Gray,Black,nissan infiniti lt,23600,24750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP3DM713666,CA,42.0,20070,Gray,Black,nissan infiniti lt,23300,22000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP3DM712825,CA,39.0,13632,Gray,Gray,nissan infiniti lt,24000,22000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP2DM712928,CA,42.0,20432,White,Black,nissan infiniti lt,23200,24250,2014-12-18,Thursday
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,WDDGF4HB8DA832718,CA,45.0,20161,White,Black,mercedes-benz financial services,23100,25000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP2DM712931,CA,4.0,33838,Gray,Black,nissan infiniti lt,21600,20250,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP9DM712909,CA,43.0,19683,Gray,Black,nissan infiniti lt,23300,26000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,JN1CV6AR0DM750465,CA,44.0,37527,White,Black,nissan infiniti lt,21700,23000,2014-12-18,Thursday
2013,Land Rover,Lr4,HSE LUX,Suv,automatic,SALAK2D48DA693027,CA,44.0,2059,Gray,Black,land rover north america llc,58500,42000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,JN1CV6AR5DM750574,CA,38.0,23642,Gray,Black,nissan infiniti lt,23300,23000,2014-12-18,Thursday
2013,Infiniti,M,M37,Sedan,automatic,JN1BY1AP3DM514252,CA,41.0,9338,White,Black,nissan north america inc.,34700,34500,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,JN1CV6ARXDM750005,CA,38.0,46548,Gray,Gray,nissan infiniti lt,20700,21000,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP6DM712706,CA,45.0,35450,Gray,Black,nissan infiniti lt,21400,23000,2014-12-18,Thursday
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,WDDNG7DB9DA492877,CA,36.0,24168,Black,Black,mercedes-benz financial services,55300,56250,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,manual,JN1CV6AP1DM300564,CA,43.0,13149,Black,Black,nissan infiniti lt,27100,28250,2014-12-18,Thursday
2013,Jaguar,Xf,Base,Sedan,automatic,SAJWA0ES1DPS79829,CA,42.0,10067,Black,Tan,jaguar north america llc,33700,26000,2014-12-18,Thursday
2013,Jaguar,Xf,Base,Sedan,automatic,SAJWA0ES4DPS64029,CA,5.0,6891,Blue,Gray,jaguar north america llc,34100,26000,2014-12-18,Thursday
2013,Mercedes-Benz,M-Class,ML350,Suv,automatic,4JGDA5JB8DA218923,CA,5.0,6536,Silver,Black,mercedes-benz finc services premier program,40400,42750,2014-12-18,Thursday
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,WDDNG7DB8DA497438,CA,35.0,38407,Black,Black,us bank,53300,54000,2014-12-18,Thursday
2013,Land Rover,Range Rover Evoque,Pure Premium,Suv,automatic,SALVR2BG6DH755364,CA,5.0,5403,Gray,Black,land rover north america llc,38600,30500,2014-12-18,Thursday
2013,Kia,Optima,SX,Sedan,automatic,5XXGR4A6XDG089207,CA,44.0,67229,White,Gray,kia motors finance,18300,19000,2014-12-18,Thursday
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,WDDGF4HB2DR241947,CA,43.0,22984,White,Black,mercedes-benz financial services,22800,21750,2014-12-18,Thursday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,manual,JN1CV6EK1DM920250,CA,35.0,19058,Black,Black,nissan infiniti lt,27300,28750,2014-12-18,Thursday
2013,Infiniti,M,M37,Sedan,automatic,JN1BY1AP2DM514632,CA,43.0,9810,Silver,Black,nissan north america inc.,34600,30000,2014-12-18,Thursday
2013,Land Rover,Range Rover Sport,Supercharged Limited Edition,Suv,automatic,SALSH2E49DA763586,CA,37.0,26757,Black,Gray,jpmorgan chase bank n.a.,61000,60000,2014-12-18,Thursday
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,WDDHF5KB1DA703044,CA,47.0,31064,Gray,Black,mercedes-benz financial services,31000,30750,2014-12-18,Thursday
2013,Mercedes-Benz,E-Class,E350,Coupe,automatic,WDDKJ5KB4DF191416,CA,45.0,19538,White,Gray,mercedes-benz financial services,33200,32250,2014-12-18,Thursday
2013,Lexus,Gs 350,Base,Sedan,automatic,JTHBE1BL4D5001280,CA,38.0,42813,Black,Gray,ubs wholesale,31900,31000,2014-12-18,Thursday
2013,Infiniti,M,M37,Sedan,automatic,JN1BY1AP6DM514665,CA,45.0,8691,Black,Black,nissan north america inc.,34800,33500,2014-12-18,Thursday
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,WDDHF5KB6DA718574,CA,47.0,10616,White,Black,mercedes-benz financial services,34700,34750,2014-12-18,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP8DM716708,CA,44.0,32635,Black,Black,nissan infiniti lt,21700,21750,2014-12-18,Thursday
2015,Nissan,Altima,2.5 S,Sedan,automatic,1N4AL3AP5FC124223,CA,2.0,11398,Black,Black,enterprise vehicle exchange / tra / rental / tulsa,14750,14100,2014-12-23,Tuesday
2015,Audi,A3,1.8 TFSI Premium,Sedan,automatic,WAUACGFF6F1029938,CA,2.0,31,White,Black,enterprise vehicle exchange / tra / rental / tulsa,24200,17300,2014-12-23,Tuesday
2014,Cadillac,Srx,Luxury,Suv,automatic,3GYFNBE32ES536307,CA,44.0,8683,White,Black,lease plan usa,33500,30000,2014-12-23,Tuesday
2013,Hyundai,Accent,GLS,Sedan,automatic,KMHCT4AE9DU436426,CA,2.0,34136,Black,Beige,enterprise vehicle exchange / tra / rental / tulsa,9700,8100,2014-12-23,Tuesday
2013,Kia,Forte,EX,Sedan,automatic,KNAFU4A22D5724414,CA,27.0,55885,Gray,Black,caprock auto remarketing,9175,8800,2014-12-23,Tuesday
2014,Bmw,M5,Base,Sedan,automatic,WBSFV9C55ED593080,CA,41.0,15161,White,Black,the hertz corporation,66000,65801,2014-12-23,Tuesday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6APXDM712658,CA,37.0,17337,White,Black,nissan infiniti lt,23600,20250,2014-12-23,Tuesday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP5DM714785,CA,22.0,24054,Gray,Black,nissan infiniti lt,22900,18750,2014-12-23,Tuesday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP9DM715258,CA,26.0,14264,White,Tan,nissan infiniti lt,23900,20750,2014-12-23,Tuesday
2013,Infiniti,Fx,FX37,Suv,automatic,JN8CS1MW7DM174050,CA,41.0,40087,Gray,Black,infiniti financial services,27700,27250,2014-12-23,Tuesday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP2DM712489,CA,37.0,20707,White,Black,nissan infiniti lt,23200,23500,2014-12-23,Tuesday
2013,Hyundai,Elantra,GLS,Sedan,automatic,5NPDH4AE7DH339679,CA,49.0,41481,Silver,Gray,avis rac/san leandro,11150,11500,2014-12-23,Tuesday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP0DM712653,CA,44.0,32437,White,Black,nissan infiniti lt,22000,20500,2014-12-23,Tuesday
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,JN1CV6AR5DM350059,CA,43.0,40101,Blue,Black,nissan infiniti lt,21600,20250,2014-12-23,Tuesday
2013,Mazda,Mazda5,Touring,Minivan,automatic,JM1CW2CL5D0150799,CA,39.0,37664,Gray,Black,avis rac/san leandro,11750,13000,2014-12-23,Tuesday
2013,Mini,Cooper,Base,Hatchback,automatic,WMWSU3C58DT546181,CA,39.0,42973,Red,Black,avis rac/san leandro,12400,12500,2014-12-23,Tuesday
2013,Nissan,Altima,2.5 S,Coupe,automatic,1N4AL2EP0DC231309,CA,1.0,33985,Black,Black,remarketing by ge/manheim southern california,13700,8000,2014-12-23,Tuesday
2013,Mazda,Mazda5,Sport,Minivan,automatic,JM1CW2BL4D0152478,CA,35.0,36898,Gray,Tan,avis corporation,12400,13100,2014-12-26,Friday
2013,Nissan,Juke,S,Hatchback,automatic,JN8AF5MV4DT218618,CA,43.0,38134,Gray,Black,enterprise veh exchange/rental,13750,14400,2014-12-26,Friday
2015,Lexus,Rx 350,Base,Suv,automatic,2T2ZK1BA7FC155782,CA,43.0,7770,White,Black,lexus financial services,41200,38400,2014-12-30,Tuesday
2015,Nissan,Altima,2.5 S,Sedan,automatic,1N4AL3AP1FN326013,CA,1.0,5554,Gray,Black,enterprise vehicle exchange / tra / rental / tulsa,15350,10900,2014-12-30,Tuesday
2015,Nissan,Altima,2.5 S,Sedan,automatic,1N4AL3AP1FN331213,CA,1.0,4314,Black,Black,enterprise vehicle exchange / tra / rental / tulsa,15500,11500,2014-12-30,Tuesday
2014,Buick,Enclave,Leather Group,Suv,automatic,5GAKRBKD2EJ294045,CA,1.0,14599,Gray,Black,enterprise vehicle exchange / tra / rental / tulsa,31000,24100,2014-12-30,Tuesday
2014,Chevrolet,Cruze,1LT,Sedan,automatic,1G1PC5SB2E7105471,CA,42.0,37888,Gray,Black,enterprise vehicle exchange/orange,11600,11500,2014-12-30,Tuesday
2014,Audi,A8,L 3.0T quattro,Sedan,automatic,WAURGAFD8EN003111,CA,43.0,32918,Black,Black,audi west covina,62000,50000,2014-12-30,Tuesday
2013,Hyundai,Equus,Ultimate,Sedan,automatic,KMHGH4JH5DU065956,CA,41.0,7755,Black,Black,hyundai motor america/co car,35500,36000,2014-12-30,Tuesday
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,WDDGF4HB3DR256859,CA,28.0,31978,Black,Black,the hertz corporation,22000,21000,2014-12-30,Tuesday
2013,Nissan,Altima,2.5,Sedan,automatic,1N4AL3AP4DN548218,CA,39.0,37395,White,Beige,avis corporation,13150,13400,2014-12-30,Tuesday
2013,Lexus,Ls 460,L,Sedan,automatic,JTHGL1EFXD5047925,CA,49.0,71,Gold,Beige,sunshine autos,66000,64000,2014-12-30,Tuesday
2015,Nissan,Altima,2.5 S,Sedan,automatic,1N4AL3AP4FN310470,CA,1.0,12752,Gray,Black,enterprise vehicle exchange / tra / rental / tulsa,14600,9500,2014-12-30,Tuesday
2013,Hyundai,Sonata,GLS,Sedan,automatic,5NPEB4AC1DH733036,CA,3.0,37060,Blue,Gray,enterprise vehicle exchange / tra / rental / tulsa,12350,10100,2014-12-30,Tuesday
2013,Toyota,Yaris,L,Hatchback,automatic,JTDKTUD33DD552876,CA,2.0,28412,White,Gray,enterprise vehicle exchange / tra / rental / tulsa,9775,7800,2014-12-30,Tuesday
2014,Chevrolet,Camaro,LS,Coupe,automatic,2G1FA1E39E9134494,CA,17.0,13441,Black,Black,wells fargo dealer services,17750,17000,2014-12-30,Tuesday
2013,Jeep,Wrangler,Unlimited Sahara,Suv,automatic,1C4HJWEG8DL539625,CA,31.0,41173,Black,Black,avis corporation,27100,27000,2014-12-30,Tuesday
2013,Kia,Soul,+,Wagon,automatic,KNDJT2A60D7538561,CA,28.0,48270,Black,Black,exeter finance corp,11250,11000,2014-12-30,Tuesday
2013,Jeep,Wrangler,Unlimited Sport,Suv,automatic,1C4HJWDG9DL604791,CA,43.0,41997,Black,Black,avis corporation,24200,25250,2014-12-30,Tuesday
2013,Jeep,Wrangler,Unlimited Sport,Suv,automatic,1C4HJWDG3DL620646,CA,37.0,42482,Black,Black,avis corporation,24200,25000,2014-12-30,Tuesday
2013,Nissan,Altima,2.5,Sedan,automatic,1N4AL3AP1DC259891,CA,37.0,47601,Black,Black,merchants leasing,12600,12200,2014-12-30,Tuesday
2013,Hyundai,Sonata,GLS,Sedan,automatic,5NPEB4AC1DH680502,CA,34.0,50160,Blue,Gray,avis rac/san leandro,11500,11900,2014-12-31,Wednesday
2013,Hyundai,Santa Fe,Sport,Suv,automatic,5XYZTDLB2DG045704,CA,43.0,41783,Green,Beige,avis rac/san leandro,17600,17400,2014-12-31,Wednesday
2013,Mitsubishi,Outlander,SE,Suv,automatic,JA4JT3AW5DU020785,CA,39.0,36071,Silver,Black,avis rac/san leandro,14750,15000,2014-12-31,Wednesday
2013,Kia,Rio,LX,Sedan,automatic,KNADM4A36D6256603,CA,4.0,36667,Black,Beige,avis rac/san leandro,9375,9800,2014-12-31,Wednesday
2013,Mazda,Cx-9,Touring,Suv,automatic,JM3TB3CV9D0410440,CA,38.0,46733,Red,Black,avis rac/san leandro,19150,20500,2014-12-31,Wednesday
2013,Mazda,Cx-9,Touring,Suv,automatic,JM3TB2CV8D0412139,CA,36.0,44289,Gray,Black,avis rac/san leandro,19050,20000,2014-12-31,Wednesday
2013,Mini,Cooper Countryman,Base,Wagon,automatic,WMWZB3C52DWM07005,CA,39.0,41357,Silver,Black,avis rac/san leandro,16300,16500,2014-12-31,Wednesday
2013,Nissan,Altima,2.5,Sedan,automatic,1N4AL3AP6DN518833,CA,37.0,43262,Black,Tan,avis corporation,12750,13400,2014-12-31,Wednesday
2014,Bmw,6 Series,650i,Convertible,automatic,WBAYP9C50ED169281,CA,32.0,13205,White,Black,the hertz corporation,66000,65000,2015-01-06,Tuesday
2014,Bmw,6 Series,650i,Convertible,automatic,WBAYP9C57ED169262,CA,38.0,10736,Black,Black,the hertz corporation,67000,65000,2015-01-06,Tuesday
2014,Bmw,6 Series,650i,Convertible,automatic,WBAYP9C55ED169261,CA,4.0,8037,Black,Black,the hertz corporation,67000,65000,2015-01-06,Tuesday
2013,Mitsubishi,Lancer,Ralliart,Sedan,automatic,JA32V6FV9DU003475,CA,36.0,27059,Blue,Black,tycon enterprises,19600,18900,2015-01-06,Tuesday
2014,Chevrolet,Camaro,LT,Coupe,automatic,2G1FB1E37E9270877,CA,3.0,13606,Black,Black,enterprise vehicle exchange / tra / rental / tulsa,21400,13000,2015-01-06,Tuesday
2013,Nissan,Altima,2.5,Sedan,automatic,1N4AL3AP5DC262583,CA,24.0,35591,Gray,Black,merchants leasing,13600,12700,2015-01-07,Wednesday
2013,Nissan,Altima,2.5 S,Coupe,automatic,1N4AL2EP6DC191432,CA,35.0,38530,White,Black,avis corporation,13200,13600,2015-01-08,Thursday
2014,Bmw,M5,Base,Sedan,automatic,WBSFV9C56ED593069,CA,38.0,16360,Black,Black,the hertz corporation,65000,64250,2015-01-13,Tuesday
2013,Hyundai,Sonata,Limited,Sedan,automatic,5NPEC4AC6DH513954,CA,37.0,35428,Black,Beige,hyundai motor finance,16000,16200,2015-01-13,Tuesday
2015,Ford,Fusion,SE,Sedan,automatic,3FA6P0HDXFR145753,CA,2.0,5559,White,Beige,enterprise vehicle exchange / tra / rental / tulsa,15350,12000,2015-01-13,Tuesday
2015,Nissan,Versa Note,1.6 SV,Hatchback,automatic,3N1CE2CP8FL371361,CA,2.0,5773,Red,Black,enterprise vehicle exchange / tra / rental / tulsa,12050,9000,2015-01-13,Tuesday
2013,Hyundai,Equus,Signature,Sedan,automatic,KMHGH4JH9DU063479,CA,41.0,22961,Gray,Black,hyundai buybacks,31500,25000,2015-01-13,Tuesday
2013,Hyundai,Elantra,GLS,Sedan,automatic,5NPDH4AEXDH303629,CA,1.0,24120,Brown,Beige,hyundai motor finance,11950,5200,2015-01-13,Tuesday
2013,Kia,Forte,LX,Sedan,automatic,KNAFT4A26D5682378,CA,2.0,81410,Black,Gray,kia motors finance,6775,2700,2015-01-13,Tuesday
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,JN1CV6EK2DM923402,CA,39.0,6802,White,Black,nissan infiniti lt,26900,23250,2015-01-13,Tuesday
2013,Kia,Forte,LX,Sedan,automatic,KNAFT4A2XD5718881,CA,37.0,39081,White,Beige,kia motors finance,8075,8500,2015-01-13,Tuesday
2013,Kia,Optima,SX,Sedan,automatic,5XXGR4A61DG171696,CA,23.0,38247,Red,Black,kia motors finance,19850,17000,2015-01-13,Tuesday
2015,Hyundai,Elantra,SE,Sedan,automatic,5NPDH4AE2FH566023,CA,2.0,10551,Red,Gray,enterprise vehicle exchange / tra / rental / tulsa,13850,10600,2015-01-13,Tuesday
2013,Kia,Rio,LX,Sedan,automatic,KNADM4A3XD6113380,CA,2.0,45800,Black,Beige,kia motors finance,8550,3850,2015-01-13,Tuesday
2013,Lexus,Gs 350,Base,Sedan,automatic,JTHBE1BL6D5006836,CA,34.0,17786,Beige,Brown,lexus financial services,34500,33000,2015-01-14,Wednesday
2015,Chevrolet,Malibu,LT,Sedan,automatic,1G11D5SL6FU106427,CA,1.0,6105,Silver,Black,enterprise vehicle exchange / tra / rental / tulsa,16600,9800,2015-01-14,Wednesday
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1G1PE5SB0E7134820,CA,42.0,39623,Blue,Black,avis corporation,13350,13200,2015-01-15,Thursday
2014,Bmw,3 Series,328i SULEV,Sedan,automatic,WBA3C1C51EK116351,CA,45.0,1331,Gray,Black,financial services remarketing (lease),31900,30000,2015-01-15,Thursday
2014,Bmw,3 Series,328i SULEV,Sedan,automatic,WBA3C1C58EK106688,CA,45.0,9027,White,Black,financial services remarketing (lease),30200,27500,2015-01-15,Thursday
2014,Bmw,5 Series,535d,Sedan,automatic,WBAXA5C52ED689665,CA,48.0,12292,White,Black,financial services remarketing (lease),46300,46500,2015-01-15,Thursday
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,JN1CV6AP9DM711176,CA,37.0,29907,Gray,Black,nissan infiniti lt,21400,21000,2015-01-15,Thursday
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,WDDHF5KB8DA762334,CA,25.0,4995,Black,Black,mercedes-benz usa,35400,31750,2015-01-15,Thursday
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,WDDGJ4HBXDF943918,CA,35.0,10782,Gray,Black,mercedes-benz financial services,26000,26000,2015-01-15,Thursday
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,WDDGJ4HBXDG003743,CA,37.0,18960,Black,Beige,mercedes-benz financial services,25300,22750,2015-01-15,Thursday
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,WDDGJ4HB6DF988399,CA,41.0,19780,Black,Black,mercedes-benz financial services,25300,23750,2015-01-15,Thursday
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,WDDNG7DB5DA496778,CA,41.0,33776,Black,Black,mercedes-benz financial services,49500,46500,2015-01-15,Thursday
2013,Infiniti,M,M37,Sedan,automatic,JN1BY1AP5DM514530,CA,42.0,6787,Silver,Black,nissan north america inc.,34600,33500,2015-01-15,Thursday
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,WDDGJ4HB5DF998504,CA,37.0,23783,Black,Tan,mercedes-benz financial services,24900,22500,2015-01-15,Thursday
2014,Chevrolet,Camaro,LT,Convertible,automatic,2G1FB3D37E9218789,CA,3.0,4809,Red,Black,d/m auto sales inc,26300,17500,2015-01-20,Tuesday
2015,Kia,K900,Luxury,Sedan,automatic,KNALW4D42F6018633,CA,44.0,9684,White,Gray,kia motors america  inc,41000,41000,2015-01-20,Tuesday
